filename,raga,rmse,chroma_stft,spec_cent,spec_bw,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18
Sharanagatha Vatsale.mp3.mp3,Kathanakutūhalaṁ,0.09108097,0.277113,2045.2987352678438,2188.962195721383,-185.39972,90.193634,-16.897762,24.728176,-6.62452,-13.432792,-4.095187,-6.385652,-4.6899323,1.2168849,-15.80627,-1.4139637,-9.854196,-2.1700253,-4.3284993,-2.2783575,-4.3192587,0.29537117,-5.4166355
Hiranmayeem.mp3.mp3,Lalita,0.058219276,0.2343616,1950.1450421825941,1984.7040336211735,-273.28113,72.8973,-27.174492,13.932019,-13.216043,-14.113519,-6.3608346,-8.368989,-3.618861,-1.1534245,-15.0431595,-4.9879475,-7.049224,-3.6228333,-1.8032211,1.803096,4.2580314,6.3453016,-3.1223354
Sanjay Subrahmanyan - Pavamaana Suthudu Pattu.mp3,Saurāṣtraṁ,0.022034416,0.39558595,1800.2966842367107,2115.2417709903893,-294.4673,116.17237,-6.1371818,20.647657,-7.1886663,15.535382,-13.627728,-1.7095838,-1.9737325,-13.293844,-7.2726483,-2.1287417,-10.627861,3.3685749,-4.6942863,1.0462853,-4.7832174,-2.1471035,-4.2417254
Sanjay Subrahmanyan - Maname Kanamum.mp3,Karṇāṭaka dēvagāndhāri,0.023208255,0.36152154,1791.9586675473706,2111.907022896359,-282.03897,116.2483,-7.8794675,20.301361,-9.897341,13.198258,-13.889516,-4.9886174,-2.8343806,-12.517038,-7.4058833,-0.6840241,-11.124682,-0.1583095,-5.3478065,1.2312125,-6.3366547,-1.9869884,-3.991913
Sanjay Subrahmanyan - Ennadu Jootuno.mp3,Kalāvati,0.01417321,0.31010285,1912.6239262758943,2057.4499915259785,-351.79736,104.87074,-16.383682,22.233286,-10.941889,12.039145,-8.833305,-3.7064066,-0.61670864,-12.317267,-5.526521,1.0148175,-5.4369287,0.58078194,-2.9187431,2.024392,-3.3792038,0.2230446,-2.348867
Sanjay Subrahmanyan - Paarengum.mp3,Kalyāṇi,0.018293396,0.3092893,1950.2346255177454,2191.0924182858257,-310.0089,106.62016,-7.2683573,18.538319,-10.300198,13.558677,-14.079261,-2.8501356,-0.26267126,-12.841341,-3.623141,-0.89367074,-9.666272,2.5515356,-3.8473086,-1.1029531,-4.2475185,-1.6032872,-3.118088
Sanjay Subrahmanyan - Saravanabhava Enum.mp3,Ṣanmukhapriya,0.02071631,0.34691763,1935.4553634075899,2194.1428168844513,-289.457,109.33337,-6.929079,18.993393,-9.000849,15.326603,-13.275669,-3.0777273,-0.59141886,-12.498768,-5.800074,1.4043603,-10.871553,0.6092957,-4.7535157,0.17556469,-5.2746096,-2.0746348,-4.043067
Sanjay Subrahmanyan - Karuvutranaal Mudalaaga.mp3,Rāgamālika,0.0072241426,0.25992006,2131.25556496438,2230.142816004177,-419.614,88.77741,-14.096105,11.386853,-6.3538904,15.530537,-8.395318,-5.2214713,-0.7627691,-9.017758,-1.7676634,1.2843186,-4.494839,3.4982855,1.1069901,3.0979362,-0.36826482,-0.47956827,-2.181677
Sanjay Subrahmanyan - Aru marundu.mp3,Kāṁbhōji,0.01452668,0.31924745,1962.4876749099394,2147.5068105394234,-330.91287,104.7993,-10.708568,23.42247,-7.6575933,12.052064,-10.217968,-3.3645568,-0.4136753,-12.443608,-6.7424316,-1.1767491,-4.005624,1.7706563,-2.8885264,1.2239208,-5.749044,-1.2136711,-2.641668
Sanjay Subrahmanyan - Eranapai.mp3,Tōḍi,0.017612189,0.3433479,1959.8562280471167,2182.804690158439,-315.1897,106.99533,-9.122058,21.083427,-10.691676,10.685137,-16.700766,-9.10497,-3.2875009,-14.156493,-6.514067,1.4567491,-11.206585,3.1274788,-5.4240932,-0.8869051,-6.6343265,-1.2596729,-2.9991395
Sanjay Subrahmanyan - Pullum Silambena Kan.mp3,Śankarābharaṇaṁ,0.013842963,0.31247517,1901.0405940964304,2139.197183447987,-341.44385,108.20095,-9.75273,24.283396,-7.5245223,11.148659,-13.484549,-5.4279594,0.5499286,-13.169454,-5.730789,0.34210074,-7.9543896,3.05895,-2.3661094,-1.3710307,-5.055504,0.25488266,-2.1861684
Sanjay Subrahmanyan - Sri Raghuvara Sugunaalaya.mp3,Bhairavi,0.017868293,0.34335974,1915.7111193534547,2173.8233496332314,-303.36337,109.97474,-7.827999,19.476646,-10.045655,11.400264,-13.8805065,-5.3077836,-1.7959989,-11.942469,-6.0228934,0.7152352,-9.141577,1.837407,-2.5733235,1.6209302,-6.83263,-0.16350521,-2.196061
Sanjay Subrahmanyan - Ragam Thanam Pallavi - Shanmukhapriya.mp3,Ṣanmukhapriya,0.011063962,0.287235,1911.7154915016179,2039.4186253277066,-383.04636,102.10737,-17.409336,15.753152,-7.962315,11.90495,-9.342559,-4.545655,-1.2176248,-10.471237,-3.5337644,0.16650313,-4.2488966,1.1758938,-0.68752855,3.573175,-1.7753177,-1.1376011,-3.2704382
Sanjay Subrahmanyan - Sarasadalanayana.mp3,Kamās,0.012977446,0.33649358,1775.5942445783235,1974.122033412481,-368.60153,111.52395,-9.683366,17.770786,-5.5166287,9.258162,-7.929218,-3.094018,-0.10978513,-11.432627,-4.9760265,-1.6408308,-3.719609,2.805023,-1.1638485,0.29745734,-3.231721,-1.6075895,-2.158487
Rama Rama Guna Seema.mp3.mp3,Simhēndra madhyamaṁ,0.04468441,0.294483,1681.802571917282,1764.3521456166989,-289.2108,101.8573,-20.926432,11.869933,-10.142229,-1.0922873,-17.171764,-16.355307,-9.840471,-5.5086403,-8.478016,-3.583614,-1.3403926,-1.235883,-1.2086998,-2.6011398,-6.5393887,1.7793818,-4.9040017
Prathi Vaaram Vaaram.mp3.mp3,Pāḍi,0.053147897,0.26750737,1705.6441991371714,1861.1801745872945,-264.34036,104.1032,-19.26923,20.446606,-18.376438,1.17056,-17.78259,-18.208372,-10.616126,-7.2936707,-6.3693037,-3.760797,-5.365196,-2.0413525,0.42887518,-1.760798,-10.288043,3.4663138,-2.15568
Idhu Thaano Thillai Sthalam.mp3.mp3,Behāg,0.06574206,0.2930512,1774.9794010787357,1927.340152926882,-212.27473,109.51801,-20.417137,25.75309,-14.994781,3.1419508,-18.9212,-16.340086,-8.534134,-7.662293,-9.482289,-2.1548228,-3.5367975,-3.2820046,-3.1390362,-2.6261458,-14.24066,2.12086,-6.541777
Bhuvini Dasudane.mp3.mp3,Śrīranjani,0.07253284,0.33040553,1257.787480193356,1345.4067216663516,-218.34177,149.28464,-35.819515,34.572132,-5.7635217,8.707935,0.40278217,-0.3212747,-12.449935,-9.710762,-5.8433766,-8.695004,-3.8290634,-8.77817,1.5485017,-8.977671,-4.827577,3.3159878,3.5794156
Karuna Nidhi Illalo.mp3.mp3,Tōḍi,0.052506585,0.27266672,1756.529888375319,1820.7131196952967,-259.2448,101.48093,-25.5862,23.4041,-14.613512,-2.260739,-19.78006,-15.885145,-9.494079,-7.5304666,-7.395478,-2.810941,-0.94887197,-2.3067245,0.94071615,0.009755327,-10.402537,0.45173603,-5.049506
Tulasi Bilva.mp3.mp3,Kēdāragauḷa,0.06364673,0.27971107,1694.4369760816385,1854.7444970173347,-227.91925,112.27127,-20.971857,31.406593,-11.722713,0.99108046,-17.347925,-16.75323,-8.327231,-8.528236,-10.908903,-2.5954266,-3.1782637,-2.3166547,-2.7346659,-1.3633671,-13.092279,0.37458482,-4.761896
Shlokam - Shivah Shaktyayukto.mp3.mp3,Madhyamāvati,0.036600135,0.25629753,1795.3500447480708,1805.5178552387642,-294.3081,101.68957,-35.882942,19.912111,-28.577919,-6.577277,-23.487288,-21.030867,-10.544473,-14.067673,-8.027414,-6.8751454,-8.851326,-5.7993174,1.6516058,-1.5477271,-15.878749,2.4514713,-7.254389
Velum Mayilume.mp3.mp3,Sucaritra,0.04003148,0.25697187,1721.7360004349935,1814.1225945708818,-301.1942,94.69075,-22.705421,18.444166,-13.719586,-6.568313,-18.92099,-17.631828,-11.831944,-6.9408774,-8.19697,-4.1176786,-2.7410884,-0.94466513,1.8045405,1.3482946,-7.45403,0.4844348,-2.7878816
Ghandhamu Poyyaruga.mp3.mp3,Puṇṇāgavarāḷi,0.08912473,0.30260321,1230.88352748275,1436.8662822565018,-208.34592,148.2372,-30.794722,30.416018,-1.741515,4.702987,-13.179806,6.155761,-16.403854,-13.018243,-6.775864,-8.710366,-3.30545,-2.9531753,-9.681926,0.60568166,5.3736486,-2.811,-8.394829
Koluvaiyunnade.mp3.mp3,Dēvagāndhāri,0.103642486,0.3000179,1713.592962183507,1858.6959955519949,-162.7848,115.19867,-30.022427,26.685394,-8.149086,-8.148117,-11.341013,-13.510205,-20.843143,0.2131628,-13.589633,4.8644695,-6.383437,-0.8727052,0.8885997,-7.333628,-7.952926,0.89853525,-9.910685
Paramatmudu.mp3.mp3,Vāgadīśvari,0.07984697,0.24726239,1753.7788560325312,1874.2176623342616,-218.08392,104.588135,-29.191006,21.759012,-16.548105,-7.47121,-15.100973,-14.1741905,-21.805986,-2.4708986,-14.683531,2.7774775,-4.7260685,-1.5721344,1.2318717,-9.967346,-5.750509,0.7843466,-8.369695
Paraloka Bhaya.mp3.mp3,Mandāri,0.09885464,0.28807566,1721.7637822075192,1871.4433142893567,-172.25436,113.648445,-29.580809,23.379007,-11.479747,-6.0688357,-14.601364,-12.453141,-18.889637,0.87540185,-12.264607,5.58024,-6.8104463,-1.1216942,-0.99295086,-10.387245,-8.17574,1.7501892,-10.705907
Dudukugala.mp3.mp3,Gauḷa,0.08797461,0.2773899,1685.6524624729623,1844.1492115036401,-186.75583,115.748634,-26.371588,26.591137,-12.706842,-7.5871224,-11.295208,-11.730024,-21.831245,-2.6480057,-12.1366625,5.247782,-5.198512,-1.3618401,1.8256125,-7.245064,-8.838984,0.8728812,-8.650228
Telisi Rama.mp3.mp3,Pūrṇacandrika,0.09605627,0.32432058,1620.6740397015114,1811.6920393431653,-167.6096,122.29251,-30.126566,23.75299,-8.127983,-7.1776037,-12.891523,-14.571874,-20.315063,-0.23892231,-9.742201,4.059275,-8.874024,-1.1457727,-1.6011466,-7.101205,-8.441771,0.44934782,-8.667571
Eramuni.mp3.mp3,Vakuḷābharaṇaṁ,0.07527578,0.280508,1706.0314529833852,1825.0376840223942,-216.03508,110.6992,-30.17469,23.318842,-11.889935,-6.8002844,-13.086303,-14.019558,-20.011835,-3.9435608,-12.42515,2.5527458,-6.770581,-2.56398,0.2991076,-8.833395,-6.299665,-0.3627437,-7.947835
Mangalam Avanisutanatha.mp3.mp3,Nādanāmakriya,0.103178404,0.27625328,1336.0778568475127,1484.170311848598,-195.88678,142.01248,-36.931835,36.460037,-3.7756107,3.586001,-17.138107,9.240717,-15.658906,-10.054449,-8.102719,-11.550424,-6.8416715,-3.3576396,-11.242368,1.1537347,4.837384,-3.3576865,-5.2836742
Rama Namam Bhajare.mp3.mp3,Madhyamāvati,0.09039259,0.3177986,1569.0128739330228,1770.1401567791788,-176.8165,124.96244,-31.145248,23.284973,-6.94321,-8.276304,-13.237198,-13.937833,-17.960485,-1.9807345,-10.980032,4.163536,-6.386902,-0.7555153,-1.9180864,-6.9457107,-7.9423976,-0.19274269,-9.874185
Shobillu Saptasvara.mp3.mp3,Jaganmōhini,0.0927794,0.30074513,1798.9770769335364,1945.6328052367362,-171.95677,110.91103,-25.95078,21.788782,-12.905263,-6.4019265,-12.778581,-12.103299,-20.54937,2.3814287,-10.97364,5.3666053,-6.5854754,-0.7551023,1.0961765,-9.549041,-8.116895,2.4868956,-10.26938
Sundari Nee Divya.mp3.mp3,Kalyāṇi,0.06912442,0.2735258,1745.1186756629563,1836.4559970297153,-224.32774,107.517426,-31.918936,17.696089,-17.725897,-6.69952,-15.945361,-17.327124,-20.339254,-5.28965,-14.023789,1.5500085,-7.0176997,-2.256351,-1.2501582,-10.371851,-4.9396944,0.4424566,-7.6809254
Sanjay Subrahmanyan - Vanajakshi - Varnam.mp3,Kalyāṇi,0.040818993,0.28038877,2012.8246617423463,2260.8126894303823,-233.3199,100.24028,-12.250059,11.206452,-7.844291,9.143874,-16.501377,-10.834577,-7.0807505,-9.264856,-1.6023803,0.52638584,-8.816498,2.36214,-7.411465,-2.6956406,-5.0122514,-0.6325626,-3.0933406
Sanjay Subrahmanyan - Innamum Oru thalam.mp3,Behāg,0.039354485,0.2520841,2031.1003407978678,2268.754440335596,-251.14655,94.64232,-12.631934,17.07073,-5.4686236,9.079018,-11.9433365,-9.714492,-8.709948,-6.296063,-3.113661,0.9857754,-7.0171585,-0.08967223,-7.189047,-0.72402877,-3.0973868,2.961212,-1.2850686
Sanjay Subrahmanyan - Nadopasana.mp3,Bēgaḍa,0.043636013,0.25727603,1982.464402493476,2254.5802631633355,-238.31926,99.600044,-10.830403,10.16066,-10.846027,10.437466,-14.47063,-10.396078,-9.232543,-9.089257,-1.0805918,-0.74421793,-9.197327,0.8760105,-8.985671,-4.05103,-3.648475,-1.1286418,-3.446674
Sanjay Subrahmanyan - Ganta mani aadudhu.mp3,Kānaḍa,0.02926516,0.27229437,2057.047095834298,2279.6961579690424,-286.62262,93.95433,-11.097784,17.03918,-2.3642461,9.051732,-14.757675,-9.975756,-6.5434694,-9.059441,-0.46606472,-0.46152186,-7.021649,0.59760433,-5.8369136,-2.45569,-2.7472336,-0.42713687,-3.6178203
Sanjay Subrahmanyan - Janani.mp3,Rītigauḷa,0.031807773,0.2402136,1884.299007649517,2114.6645813881073,-293.57706,98.20804,-14.926785,11.817615,-9.460649,8.516435,-12.051407,-10.848154,-10.239424,-7.399699,-0.1564298,-1.729361,-5.120326,0.44655883,-7.806327,-4.165376,-2.865446,-0.4433731,-2.6219563
Sanjay Subrahmanyan - Oorilen Kaani Illai.mp3,Behāg,0.026825858,0.23001349,2271.3752762288022,2279.5189183729694,-309.5334,72.14374,-24.312357,12.063697,-14.573011,3.734125,-21.173452,-13.091302,-13.333535,-14.163581,-0.62191814,-1.5861658,-5.9646864,1.4773747,-6.9996653,-5.7430415,-3.5124123,-1.6594737,-8.065553
Sanjay Subrahmanyan - Ramakrishnaru Manaegae.mp3,Tillāng,0.038320538,0.26233095,2076.60970253854,2258.839405331138,-252.44398,93.163826,-15.420746,13.958457,-9.312779,6.813184,-16.060684,-10.146932,-8.53868,-7.221837,-0.83789283,1.5371509,-7.445805,0.9641563,-6.540918,-1.995567,-3.5597057,0.36352187,-3.0633163
Sanjay Subrahmanyan - Uppum karpuramum.mp3,Kānaḍa,0.025003321,0.223292,2053.18477467386,2261.713522822686,-331.49268,80.5359,-14.1154585,11.333516,-15.960638,7.0439906,-14.60435,-11.873851,-13.062713,-10.355715,-1.5044519,-2.2303,-8.314642,-3.6751058,-8.724318,-4.962946,-2.128599,1.8840591,-6.03495
Sanjay Subrahmanyan - Chalamelara Saketha Rama.mp3,Mārgahindōḷaṁ,0.043592077,0.27378616,1987.667431487938,2276.6622719290986,-227.01178,102.98609,-10.158782,9.226509,-8.677074,10.421787,-11.485722,-10.315868,-9.000022,-6.8588495,-1.9375613,0.73217845,-9.772293,0.41120857,-7.9425592,-2.0562806,-5.217213,-1.5555696,-4.5453434
Sanjay Subrahmanyan - Kalilo Hari Smrana.mp3,Kāpi,0.048652828,0.28883874,2069.6816436174267,2281.491508426959,-206.42671,99.62819,-11.816588,14.668933,-9.751862,11.4467125,-12.880413,-8.989324,-7.699491,-6.83638,1.6968929,1.8344339,-9.312621,0.5355095,-8.342444,-2.0318332,-4.4475226,-2.7800236,-4.3929477
Sanjay Subrahmanyan - Ninnaiye rathi.mp3,Bāgēśrī,0.029442832,0.24792668,2132.285384777534,2309.773096243635,-276.282,89.06111,-11.561521,18.486055,-3.2050445,9.007966,-14.938739,-8.793751,-6.6196485,-9.690906,0.10064235,-0.6805729,-5.6850667,1.3618032,-6.4101205,-2.1901655,-2.133192,0.06646926,-1.9616387
Sanjay Subrahmanyan - Mangalam.mp3,Saurāṣtraṁ,0.036938775,0.31569934,2175.7716132015908,2318.1652196655245,-234.73364,93.16196,-14.0199,12.59884,-9.333716,12.376594,-13.4549055,-5.6098247,-5.195487,-6.9805517,-0.1243185,0.9409722,-9.028562,3.0106626,-4.9455447,-1.7393469,-2.9526346,-2.0547938,-4.562022
Sanjay Subrahmanyan - Deenarakshaka.mp3,Āhiri,0.028395794,0.23671952,2076.624766308349,2238.1354024927496,-302.68317,84.34592,-17.0438,10.599792,-8.3779,6.406376,-16.24027,-12.641654,-9.868772,-8.871966,0.27347165,-2.0978606,-4.0445614,2.0351155,-6.7591515,-4.7918572,-3.1127734,-0.9450791,-4.263116
Sanjay Subrahmanyan - O Rangashayee.mp3,Kāṁbhōji,0.032712873,0.26762897,1964.093832311799,2144.071773855981,-287.38037,91.05089,-15.752617,7.4695716,-9.020395,5.3538523,-12.462159,-11.554695,-8.779606,-8.23274,0.12943952,-0.9589088,-5.3497295,-0.28689265,-6.2290626,-3.143844,-0.33051136,0.44645828,-1.6499316
Sanjay Subrahmanyan - Sama geeta priyan.mp3,Gauḷa,0.038454566,0.2792481,1953.1830475487025,2228.476644925577,-240.88861,103.89778,-11.746214,10.425306,-7.238885,8.172878,-10.653433,-9.377029,-8.138839,-8.337887,-4.304596,1.23038,-5.1502256,-0.15340659,-8.205713,-3.7734478,-3.719429,-0.61065006,-4.161403
Sanjay Subrahmanyan - Karupuram Naarumo.mp3,Kamās,0.036882047,0.26538715,2099.4881618716945,2280.4795752773175,-249.55112,92.66341,-13.265656,11.251698,-10.945011,10.8252535,-11.957235,-9.1197195,-9.5222645,-6.5630717,1.9198065,0.119271144,-7.9598775,2.4311373,-5.705569,-2.6580002,-2.761604,0.19257218,-3.6945274
Sanjay Subrahmanyan - Va vela va.mp3,Tanarūpi,0.027667731,0.2399307,2095.646029691694,2254.5783577914567,-305.61374,86.05687,-16.12793,8.419148,-12.01838,9.269656,-13.271462,-12.210546,-12.303161,-7.773313,1.3352451,-1.6270632,-5.2617073,3.003911,-6.720743,-2.7124293,-2.9486895,-1.5633805,-5.6598997
Arul Seya Vendum Ayya.mp3.mp3,Rasikapriya,0.07131825,0.23649906,1602.391079965,1757.6626571023276,-277.5114,95.35318,-18.78618,22.337921,-9.605187,-10.820974,-10.20834,-8.51888,-14.297049,-7.2268977,-3.2665558,0.8658012,1.1261537,-6.601443,-8.6915045,1.2466989,-10.897739,-3.21262,0.2043007
Kaalaharanamelara.mp3.mp3,Śuddadhanyāsi,0.110602014,0.29586586,1434.719640706227,1824.149719954739,-213.77394,117.865364,-5.7148004,32.707375,-0.65367246,3.4792376,-8.453804,-3.7623029,-17.099417,-5.2181787,-1.425979,2.3102596,1.1456635,-3.3121977,-4.906999,3.1188293,-9.941763,-3.4520993,-0.9402319
Brochevarevarura.mp3.mp3,Kamās,0.087517306,0.25613153,1534.9203514148408,1875.573997227441,-224.2722,111.56474,-12.825813,27.062761,-3.983467,-0.8659149,-14.748525,-6.005126,-17.10449,-5.366972,-0.98143387,1.5125738,-1.2351689,-2.1568637,-6.660155,1.3505782,-13.203212,-1.9104575,-0.8136621
Thappi Bratikipova.mp3.mp3,Tōḍi,0.06798392,0.26097628,1597.2628846668704,1754.592974384275,-278.708,93.874626,-17.191282,19.165901,-7.7928796,-8.519127,-9.300754,-8.3253975,-13.134035,-7.668391,-2.9429438,2.3916907,1.6237875,-3.958652,-5.719433,0.6377925,-9.019795,-3.4510856,-1.5941974
Krishna Nee Begane Baaro.mp3.mp3,Yamuna kalyāṇi,0.10405905,0.23163305,1449.8417168080944,1840.4724814032697,-227.6531,112.04994,-6.9124746,29.362526,-6.444211,1.8815005,-14.395281,-7.1160245,-19.331808,-6.6488347,-3.0895,-2.7141252,-2.060164,-1.7690248,-8.4301405,1.8892443,-9.063635,-1.0337197,1.6508632
Kari Kalabha Mukham.mp3.mp3,Sāvēri,0.110035755,0.2636573,1391.945102618827,1745.0278961124268,-223.71455,115.98111,-12.746281,30.793007,3.1983585,-1.8862143,-10.558154,-5.2384205,-13.897372,-6.8937654,-3.243116,1.4890476,-3.4203393,-5.4838014,-6.560494,3.0472605,-12.344682,-3.8285518,-1.2934366
Muruga Muruga Muruga.mp3.mp3,Rāgamālika,0.07456796,0.28260586,1917.4021627853915,2036.2880126550688,-203.57623,94.2608,-19.23334,30.64322,-11.068043,1.1582484,-17.15104,-11.224264,-20.43964,-2.1643944,-15.535096,-1.1022439,-6.563865,-9.383547,2.1693056,-4.905983,-11.401077,7.3679633,-10.280057
Chenduril Nindradum Kanda.mp3.mp3,Mānḍu,0.07256581,0.27187267,2037.5929902969146,2135.099046536486,-203.58188,88.53189,-16.59924,25.726223,-13.136652,5.136168,-16.278986,-10.679802,-21.160387,-0.10275416,-13.422768,-2.6097815,-9.023319,-6.7123313,0.9395826,-3.6359446,-10.957792,7.2356668,-7.920824
Ninne Bhajana.mp3.mp3,Nāṭa,0.055899587,0.28690132,2063.1823918585965,2071.5401998163265,-220.19891,89.790535,-27.950253,27.199656,-12.992107,0.25667793,-21.765709,-11.38932,-18.507025,-4.147894,-14.424361,0.92751604,-4.118673,-10.666053,-1.0855026,-4.224476,-13.122964,8.26421,-4.4756646
Nera Nammiti.mp3.mp3,Kānaḍa,0.07121405,0.31526107,2067.3756064620784,2013.5552968282982,-179.54512,92.62168,-32.905945,30.425919,-13.666811,-3.5727575,-22.609434,-9.4569845,-15.903148,-1.5799739,-13.184401,2.8144646,-3.622645,-7.701626,0.6944606,-1.2644117,-15.205032,7.167285,-7.0314603
Dinamani Vamsa.mp3.mp3,Harikāmbhōji,0.05819389,0.27135143,2207.345975005855,2114.461851370043,-227.2075,75.79368,-31.24721,24.743639,-17.945534,-2.597283,-21.68815,-11.341621,-18.07144,-5.368602,-13.898782,-2.5010688,-5.153567,-7.163387,-1.77066,-4.3424044,-13.592214,7.36655,-5.439921
Chakkani Raja.mp3.mp3,Karaharapriya,0.056547634,0.26568776,1948.517229604812,2010.551919213216,-257.74643,84.46578,-22.177181,21.462387,-10.540672,-3.5499701,-19.622889,-13.749841,-18.088808,-7.6647615,-15.048691,-3.0423677,-3.8299806,-8.896729,0.33770108,-3.1342597,-8.407005,3.9414308,-6.701701
Ardhanareeshwaram.mp3.mp3,Kumudakriyā,0.054391492,0.25519255,2082.0107632295503,2088.338648584583,-254.60234,76.848526,-28.366312,19.69564,-14.720271,-3.6762242,-20.090471,-15.390727,-20.467941,-6.3010974,-13.263462,-3.8692236,-4.9518695,-9.73979,-1.3456732,-4.1154947,-10.617866,5.0759845,-7.2133455
Pavamana Suthudu Pattu.mp3.mp3,Saurāṣtraṁ,0.09208013,0.32392013,1800.4034951998308,2039.4205741994804,-178.93616,105.25146,-12.193298,30.935879,-9.667331,5.310199,-14.786629,-10.324191,-16.664364,-2.3693707,-14.501924,2.8525577,-7.5350604,-9.368584,3.7129772,-3.4120095,-11.354338,6.8610835,-8.542774
Shloka.mp3.mp3,Mōhanaṁ,0.024661768,0.23421928,2100.887833801019,2115.878309091815,-337.91336,78.950874,-30.53451,34.095795,-6.463299,-0.17172135,-12.588055,-11.349707,-25.04286,-15.563589,-23.771162,-2.4874187,-4.7414527,-12.322662,-1.2929517,-2.6123405,-14.317338,8.249475,-6.4595
Aaniraimekkani.mp3.mp3,Rāgamālika,0.05051554,0.25242758,1455.7337931987688,1406.4091269383202,-283.17792,118.91908,-59.883503,24.648312,0.4212774,-5.624784,-24.24717,-8.442977,-28.343332,-9.683726,-12.409053,-10.687334,-10.881822,-15.335124,-5.624108,-11.179666,0.4428581,-12.730216,-6.7034845
Vanajaksha Ninne Kori.mp3.mp3,Rītigauḷa,0.07316466,0.29100454,1885.4835997182427,1992.948973278566,-215.4848,95.447845,-20.033974,38.462845,-14.997294,-15.033977,-9.286012,-15.644052,-6.3788,-10.136893,-6.7848096,-0.69580024,-7.3161554,-1.009717,-3.4635382,-6.163108,-4.457846,-5.250213,-10.594911
Karuninchutakidi.mp3.mp3,Sindhumandāri,0.10561427,0.3404516,1233.1802141031735,1467.963381448679,-203.73247,138.72385,-24.942535,35.677753,9.397682,11.034611,-9.554032,5.952872,-18.872643,-0.29247588,-6.1413164,-6.158442,-2.434973,-5.6198335,-1.8321154,-8.59453,6.718209,-7.353256,-3.9179516
Va Va Brindavana.mp3.mp3,Sindhubhairavi,0.09006687,0.3216417,1205.7753236391163,1410.3126180223649,-218.49588,138.55269,-25.074848,32.402363,10.798743,4.8127646,-5.82584,5.841315,-17.614275,-2.9320738,-4.8026075,-6.2518196,-4.0467644,-7.8526864,-4.4599595,-8.031073,3.206042,-8.528163,-5.177914
Mati Matiki.mp3.mp3,Mōhanaṁ,0.061213925,0.30222827,1210.944406841567,1291.1712196454991,-273.58148,123.41653,-21.862839,24.076668,12.744465,-2.9435353,-9.416732,-5.412084,-13.129014,-8.191168,-6.890897,-6.636917,-7.9140067,-8.422902,-2.5637214,-4.563119,-0.6913431,-5.2186694,-3.9461288
Sri Guru Na Palitosmi.mp3.mp3,Pāḍi,0.08134241,0.29746217,1273.3336721454841,1439.555968169783,-227.62485,138.3053,-30.874302,37.171913,7.302122,7.0417557,-12.192837,5.3929377,-18.506538,-3.3189812,-5.740691,-6.99523,-5.252288,-8.884513,-2.1406233,-7.525447,4.045057,-6.69935,-3.7017906
Thoomani Madatthu.mp3.mp3,Hamīr kaḷyaṇi,0.07639587,0.30042103,1276.0582822061385,1408.0738989755698,-230.41618,135.20776,-33.08055,33.570644,9.632829,3.6627398,-10.846667,1.9546009,-18.389032,-5.527198,-6.18362,-6.7394643,-5.127051,-8.191932,-3.2162855,-8.110406,3.171504,-6.9320455,-4.6047087
Ramabhi Rama Manasu.mp3.mp3,Dhanyāsi,0.06399465,0.29219428,1350.0710349521523,1388.4296579768907,-255.88058,120.765526,-32.200573,25.723602,9.683288,-3.4382854,-12.876267,-4.668676,-17.16121,-9.08048,-7.397029,-6.7881494,-7.25599,-6.561399,-1.9204161,-7.670019,1.570998,-4.957422,-4.8758636
Mangalam Kosalendraya.mp3.mp3,Suraṭi,0.039180525,0.23601088,1253.0505095347246,1360.6031542834653,-329.11096,135.45888,-47.56767,29.36067,1.4005294,0.04792315,-17.680607,-4.320163,-25.201775,-11.885884,-17.19021,-11.317805,-9.4227495,-12.45549,-4.93869,-13.719903,1.0237705,-10.359153,-7.233414
Sri Vidhya Rajagopala.mp3.mp3,Jaganmōhini,0.08616719,0.28412226,1305.8278477605006,1511.318535484385,-233.08618,125.13178,-25.519901,36.089836,10.049605,7.216213,-10.89168,6.1929345,-17.4623,-2.6540985,-7.672438,-7.8726892,-4.0252333,-6.902144,-1.9018772,-8.578962,4.1000457,-8.061929,-5.6076784
Parvathi Ninu Ne Nera Nammithi.mp3.mp3,Kalgaḍa,0.078504264,0.2857244,1583.4930607748984,1541.9491412618179,-213.67778,128.80064,-45.742687,44.473743,2.1157959,4.187647,-14.407885,9.866711,-20.139734,2.1616416,-9.095988,-11.200114,0.78528625,-4.701333,-5.9942,1.7561653,3.898791,-7.006574,0.12083852
Nee Sari evvaramma.mp3.mp3,Bhairavi,0.055016074,0.2870146,1436.8621573093822,1399.558285362705,-271.21637,125.9654,-40.738102,25.063822,1.2489638,-4.4202332,-13.579028,0.5581078,-17.443775,-7.9694433,-7.486342,-10.427169,-1.2667321,-3.5172923,-3.8974407,0.008548884,1.3899536,-4.7506723,-0.7859704
Jaya Jaya Janaki Kantha.mp3.mp3,Nāṭa,0.078206785,0.32019687,1563.20105363097,1522.3483934855176,-207.97948,131.28984,-47.93175,39.44907,-1.9965423,1.765282,-16.518112,4.044944,-22.558432,0.3109057,-7.2081757,-9.183407,1.8603094,-7.6038747,-7.810938,1.9882396,2.1954138,-8.522392,-0.48389438
