filename,raga,rmse,chroma_stft,spec_cent,spec_bw,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk3,Śankarābharaṇaṁ,0.029540187,0.26907703,1508.730336939371,1881.2681648615185,-292.74918,126.17429,-17.55519,20.377985,-3.5104527,2.1938264,-16.904173,-12.689983,-6.3761797,-14.580626,-3.192295,2.038255,-11.874924,3.3307312,-4.893772,-6.3425097,-9.104069,4.0511622,-0.94265145
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk4,Śankarābharaṇaṁ,0.028342564,0.27809927,1473.7478282043912,1845.3645123841454,-296.00287,130.36041,-17.704456,21.438446,-0.35430643,3.5123315,-14.779336,-11.431489,-5.0635014,-12.8229265,-3.9109228,3.0886085,-11.330371,2.399287,-4.9147353,-5.2158594,-9.070607,2.6795933,-0.75716984
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk5,Śankarābharaṇaṁ,0.028320868,0.26885962,1466.5845472252922,1844.560308826799,-297.29483,131.39488,-16.729721,20.237709,-0.24880603,5.1642566,-12.924916,-9.782264,-4.1532483,-12.145782,-0.375111,2.7347243,-12.507655,4.135508,-5.722098,-4.9470873,-7.543802,3.734517,-0.36640048
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk6,Śankarābharaṇaṁ,0.028596919,0.2742652,1493.9371559057683,1870.4785239489886,-293.21252,130.89667,-13.911526,17.571566,-2.9177537,8.309638,-12.346817,-9.830443,-5.1000476,-11.810141,1.3945864,2.4901457,-11.929799,5.37264,-6.1108646,-5.6632733,-6.618766,4.071576,-2.372843
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk7,Śankarābharaṇaṁ,0.03246222,0.2902041,1534.2169304150405,1899.6361918311454,-272.77338,130.20946,-12.781686,18.062283,-4.0846977,11.155729,-13.523259,-11.187802,-4.03089,-11.699964,1.3663104,4.522173,-13.585393,4.389962,-5.5727477,-5.225935,-6.3553643,4.7598324,-3.326555
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk8,Śankarābharaṇaṁ,0.036795616,0.2538455,1570.820531841463,1936.8885341409411,-266.93088,124.18306,-12.433402,18.189054,-7.290543,11.746228,-9.811331,-10.698689,-3.882412,-12.780993,2.3083289,4.7004704,-13.766904,4.648923,-8.382212,-6.4967437,-4.4176927,4.675914,-0.9397615
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk9,Śankarābharaṇaṁ,0.03613446,0.22683458,1587.5017705332473,1978.7113650603817,-275.52036,119.71784,-11.103455,18.086363,-5.481979,10.114839,-8.386386,-8.860211,-5.2162747,-11.091446,2.2602565,3.4599814,-10.795902,4.798534,-10.261939,-8.6847,-5.784277,2.34588,-0.39066026
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk10,Śankarābharaṇaṁ,0.034581047,0.24678265,1585.4954907574229,1974.3202068070148,-276.6306,120.02922,-11.740342,21.688839,-0.7538222,9.21023,-12.011203,-9.204709,-4.7334094,-11.237372,2.5629108,3.1780946,-11.377678,3.7238693,-9.250119,-8.823863,-7.8277516,1.7789246,-0.3092401
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk11,Śankarābharaṇaṁ,0.034355994,0.27326953,1496.823131919649,1911.801614099869,-280.63846,126.44964,-8.898243,22.802345,-2.3273463,11.164161,-12.156922,-9.5135145,-3.7516992,-12.168004,2.3885448,4.4418716,-10.589355,3.5634856,-8.17652,-6.0857377,-6.2786,1.0814725,-1.5726458
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk12,Śankarābharaṇaṁ,0.03251124,0.29272664,1430.128135489579,1861.8841882643767,-285.20132,133.15932,-7.1526523,20.913778,-7.4647174,10.440099,-10.194077,-9.717361,-4.8158755,-10.694698,1.9117225,4.701347,-9.628307,3.7526286,-7.065085,-3.6534631,-4.0122175,-0.013499753,-4.0655174
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk13,Śankarābharaṇaṁ,0.032221712,0.27116004,1525.9555384667356,1892.7820635536627,-279.9342,128.20903,-11.880124,20.697668,-10.521125,6.736593,-11.875065,-12.312589,-6.1246276,-11.258662,1.5135728,5.291735,-10.73755,3.1876194,-7.354399,-5.117506,-4.7408476,0.76349115,-3.9555058
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk14,Śankarābharaṇaṁ,0.03269535,0.24303053,1651.0713859091015,1980.9712219718813,-276.68073,118.624565,-14.308096,19.297691,-7.825442,8.368821,-11.633106,-12.653727,-4.204875,-12.656894,0.49127027,6.3097715,-11.458946,1.8000919,-9.981044,-7.222279,-6.234979,2.4089587,-1.4477139
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk15,Śankarābharaṇaṁ,0.030495523,0.25975263,1617.6158935428207,1969.8135814871662,-279.88632,121.496735,-13.617372,21.713387,-2.9419742,11.06675,-11.930513,-13.42746,-4.2398763,-12.50614,-2.024511,6.5221376,-10.614532,-0.52399397,-8.595855,-7.639168,-7.845571,2.942481,-1.4146408
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk16,Śankarābharaṇaṁ,0.028020222,0.31442586,1554.3589500086568,1961.8453718590533,-279.93256,128.89944,-9.287203,25.85529,-0.34872612,11.753916,-13.607435,-13.979655,-3.9371746,-12.777334,-1.1810269,7.4384947,-11.287988,0.1357113,-5.455546,-6.3943467,-7.420259,1.9905599,-3.571435
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk17,Śankarābharaṇaṁ,0.031898074,0.31759113,1593.5473516906345,2030.566297310801,-265.37384,126.30718,-6.2044854,23.741354,-1.3885504,11.024161,-11.699358,-12.182684,-3.2121348,-13.114759,-0.35741782,4.644018,-12.616784,2.5737524,-6.798114,-7.449769,-7.30813,0.62126875,-2.7217638
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk18,Śankarābharaṇaṁ,0.037793566,0.32595938,1611.7452727155826,2030.1735561459668,-242.70705,126.500206,-8.001649,20.931768,-5.432509,9.394079,-8.249714,-12.084436,-6.780963,-12.745525,-1.4568955,5.214688,-10.958312,1.4657118,-8.16159,-7.3314342,-9.253741,-1.280004,-3.741298
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk19,Śankarābharaṇaṁ,0.033877335,0.31257516,1502.4940726678412,1942.3231220683601,-268.18265,131.31235,-7.7066035,21.573063,-4.667597,11.280789,-5.4515114,-11.83294,-9.441178,-12.46583,-3.5761738,5.1463833,-8.588415,-0.726274,-6.4380918,-5.317813,-7.0190625,0.2987959,-4.1744804
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk20,Śankarābharaṇaṁ,0.027482186,0.28830525,1469.638159628849,1898.319256996,-301.1084,128.53326,-9.681532,25.053692,0.20518555,11.31506,-7.905996,-12.180235,-8.589066,-10.763703,-5.2731524,2.4127254,-8.223037,-1.671006,-4.884601,-5.2752967,-7.026587,2.2268426,-3.2874897
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk21,Śankarābharaṇaṁ,0.028706802,0.2974985,1591.1557202844199,1942.5261140203138,-282.29214,122.672035,-13.208404,26.78424,-3.88595,8.687025,-12.046555,-12.947814,-5.70573,-10.433954,-1.9670849,2.8005095,-9.650037,0.29512298,-6.81104,-6.7362556,-7.860606,2.057432,-3.7988424
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk22,Śankarābharaṇaṁ,0.03233416,0.30545676,1671.414717791026,1983.258943435919,-255.84045,121.93866,-14.388917,25.336845,-8.266979,6.782696,-14.14272,-12.020179,-1.5903636,-9.466577,-0.25087848,3.1657243,-11.282754,1.4955839,-7.2316556,-7.315906,-6.5073795,3.1090617,-4.018162
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk23,Śankarābharaṇaṁ,0.03032874,0.29460314,1646.2167731172185,1938.31460705752,-266.94028,123.07374,-19.005266,25.190474,-3.9287004,5.93599,-12.74675,-11.5407295,-1.3975885,-8.417242,-2.8672726,3.6787949,-10.584623,-0.69859415,-5.6567883,-6.0696697,-7.5518665,3.306693,-2.3357449
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk24,Śankarābharaṇaṁ,0.032370012,0.28822148,1560.3814478775107,1879.524293443772,-267.10007,128.34714,-17.698347,22.960573,-6.2474284,6.2412586,-10.465053,-12.122551,-4.5556355,-9.629163,-2.4403553,4.835035,-8.803062,-0.13427904,-6.394839,-6.3786116,-7.0805163,2.7397273,-1.8191706
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk25,Śankarābharaṇaṁ,0.03645267,0.3168291,1616.4348250392172,1975.9253869426248,-243.69437,127.85283,-12.206636,18.60337,-9.726033,6.1986995,-10.781286,-11.868096,-5.981862,-10.052754,0.3562547,4.9051485,-10.143302,1.781309,-6.931788,-6.850893,-6.3970838,1.1348155,-4.201314
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk26,Śankarābharaṇaṁ,0.034906138,0.32264152,1658.8340962659597,2016.6375926785379,-249.38371,125.4134,-12.797048,19.80574,-7.7969227,7.665553,-9.628817,-13.720625,-7.455409,-9.744382,-0.5359104,6.2869954,-9.887615,0.18546657,-6.2336173,-5.7047954,-9.235018,-1.3799213,-5.0683866
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk27,Śankarābharaṇaṁ,0.033577986,0.32603753,1635.2079766125958,2011.9438097357631,-255.60626,127.01843,-11.106861,20.28629,-6.487192,8.306483,-10.077971,-14.249271,-6.398854,-9.759851,-0.037944924,7.333062,-9.062474,0.20389356,-6.4149914,-6.012543,-8.7349205,-1.7747641,-4.908675
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk28,Śankarābharaṇaṁ,0.036856677,0.3396101,1650.3218758024007,2039.6142943065302,-238.36508,126.56448,-10.248133,18.16464,-5.8012576,6.338092,-10.893075,-11.119572,-4.957852,-8.7117,0.5405774,7.2263613,-9.538179,0.6148272,-6.9119625,-5.9108806,-7.834641,-1.2961291,-5.7574167
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk29,Śankarābharaṇaṁ,0.036902364,0.33636,1654.2536989895905,2022.9482171861466,-240.92548,126.50469,-11.956669,16.905201,-7.106815,5.8045645,-9.210739,-8.821839,-5.113196,-8.894464,0.24934624,5.5916677,-9.473584,-0.21944396,-8.307619,-5.497791,-8.156252,-1.5060058,-4.2109604
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk30,Śankarābharaṇaṁ,0.039068233,0.32425544,1567.1499957784636,1948.3401567720514,-248.60864,130.50476,-10.607422,18.806576,-8.822742,7.7448444,-9.543867,-9.0190325,-4.9190755,-10.519139,-0.105682045,3.2087924,-10.320601,0.31095544,-7.956761,-6.4136863,-6.4047422,0.0066940733,-2.2226832
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk31,Śankarābharaṇaṁ,0.0410334,0.32134822,1613.4784953866274,1979.5883503574398,-238.8021,128.22858,-10.965592,19.18698,-9.419645,8.380872,-9.119591,-10.70382,-4.5645733,-12.297602,-1.2416482,4.878743,-11.318777,0.03367846,-7.015478,-6.3250957,-7.250987,-0.025328787,-2.4330223
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk32,Śankarābharaṇaṁ,0.042234123,0.32798737,1625.6221869574815,1992.8419983491458,-234.21796,126.83691,-11.153677,19.10976,-8.715407,8.687794,-7.290048,-9.566984,-5.861749,-11.569145,-2.197107,4.8078213,-10.843587,-0.6879897,-6.2877607,-4.306462,-6.964689,0.28729787,-3.856843
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk33,Śankarābharaṇaṁ,0.037327226,0.30726415,1581.6006250819703,1975.9105831308366,-258.45123,126.654396,-10.892554,19.436115,-6.9683757,9.260481,-6.723592,-10.8094225,-6.240438,-8.96163,-4.9301753,2.4006088,-11.034131,-2.6371477,-5.6373115,-2.8267353,-6.035782,2.5848053,-4.326131
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3_chunk34,Śankarābharaṇaṁ,0.021816062,0.33444008,1782.6063724135045,2104.4739341568943,-327.24142,114.94142,-13.89666,15.599008,-2.713536,10.726913,-4.021968,-6.443853,-3.279187,-6.646322,-5.5195427,1.9652206,-7.3097076,-2.6725214,-6.111863,-1.7132621,-4.4664755,2.7830791,-2.848733
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk1,Kāpi,0.016074382,0.22573932,1810.9474733376828,1944.9344584303526,-381.3472,100.44328,-31.717783,17.76564,-10.715658,3.8834143,-17.504965,-14.011867,-9.532204,-13.945853,2.462264,-1.0344025,-11.516338,6.3032556,-2.8190472,-9.113568,-3.4445007,0.3139877,-4.7591796
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk2,Kāpi,0.0127542745,0.23530607,1760.7013523317423,1930.3289565004416,-408.6696,103.721245,-27.642723,17.820778,-9.136775,1.1929269,-16.37819,-14.616063,-10.402461,-13.994008,0.9215679,-1.5304235,-5.7310085,8.818519,-1.4654458,-8.578116,-2.5854194,0.5508103,-4.39418
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk3,Kāpi,0.013854818,0.21409747,1738.2960821930221,1911.1583430471494,-407.92783,102.13112,-27.214151,18.726786,-15.0638895,2.4935262,-16.163805,-14.923916,-12.524308,-13.636024,0.90678835,-1.5727377,-4.7835817,6.685313,-0.21526192,-3.7574315,-4.930326,1.7129084,-5.4018636
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk4,Kāpi,0.016480044,0.19952938,1650.3022767053435,1838.2970121255464,-385.23413,107.92719,-31.189697,16.696905,-16.684528,4.394308,-17.530996,-18.650824,-11.807845,-13.795862,0.87312436,-2.36446,-10.074136,4.1444597,0.018669153,-4.094915,-6.58833,0.7357787,-5.0834403
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk5,Kāpi,0.016109992,0.21564402,1420.1941059379951,1678.4237342166716,-397.14017,126.08775,-31.78963,15.346421,-9.360055,3.804475,-14.897063,-19.66149,-11.496053,-12.696739,-1.4796358,-1.1417379,-10.08368,1.1944828,1.1897913,-3.8944635,-4.5571756,1.3010471,-3.1395266
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk6,Kāpi,0.012973094,0.22256745,1362.0812472409884,1680.968008301747,-424.24225,128.45035,-27.345255,16.19157,-5.2390113,4.6170363,-10.702848,-17.369377,-13.971716,-11.431001,-4.486184,-2.2299118,-5.9443617,-0.5018015,-0.60812104,-2.777664,-2.7123873,2.3314724,-4.7511873
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk7,Kāpi,0.015585284,0.21465665,1514.1760429909937,1817.9631234473984,-410.8929,112.287415,-22.01209,12.032813,-8.484404,9.967159,-12.041222,-20.517288,-13.872433,-12.19191,-3.4280372,-1.5923537,-8.945416,3.6790984,-2.2225077,-5.3777037,0.65380985,1.8710707,-9.270076
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk8,Kāpi,0.018957345,0.2047512,1571.7501065376753,1859.9971622612497,-390.20325,107.57123,-21.218374,13.713795,-14.257619,13.143434,-14.991312,-25.614407,-13.471612,-14.283614,-0.73518467,-0.095481284,-12.566631,3.6689568,-1.5295157,-6.631717,-2.376578,0.072786406,-9.50077
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk9,Kāpi,0.014279693,0.21913491,1515.7982814414254,1872.708879015435,-407.5663,112.88335,-17.739574,20.77192,-10.243138,9.580561,-16.90718,-25.031815,-12.1737995,-15.744737,-2.0397866,-2.9263875,-9.053144,2.3970425,-0.053355936,-7.6014566,-6.228765,-0.46025488,-5.9197135
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk10,Kāpi,0.014108542,0.24524729,1607.0124517182853,1898.7206052836368,-400.4475,111.73181,-20.74834,18.529554,-12.009137,6.718988,-16.627874,-21.625288,-14.232564,-14.202309,-1.9031113,-2.283297,-10.143094,3.6682272,-1.628085,-4.251083,-2.908497,2.4395027,-6.2660165
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk11,Kāpi,0.01535227,0.25046876,1548.396816371699,1844.5114563864904,-393.22778,117.409805,-20.321848,17.056196,-16.252949,6.0560613,-13.608819,-20.474066,-15.969949,-13.524523,0.23232688,-1.7088487,-10.310246,3.0302405,-4.5842786,-2.6728678,-2.5102215,1.158404,-4.390228
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk12,Kāpi,0.013844011,0.24428537,1398.9997280381983,1790.8011425206955,-407.73956,123.54603,-16.000216,23.23118,-11.040645,4.711765,-14.513926,-19.627512,-13.816915,-13.457974,0.09311981,-3.2771027,-9.012747,2.689889,-4.316144,-4.30655,-6.4235506,0.21882266,-1.7861913
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk13,Kāpi,0.01691681,0.24926843,1490.6348454518854,1834.9095841753292,-384.45157,120.385666,-18.92315,19.920603,-17.30725,8.121801,-15.013762,-22.068382,-12.345711,-15.074203,1.0082432,-0.5712559,-16.885546,3.4944732,-1.4375379,-4.1103826,-5.420127,-1.1257797,-1.8941998
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk14,Kāpi,0.017308569,0.24408202,1588.412442812725,1895.6967456261739,-380.50903,114.600876,-20.310953,20.046705,-16.178898,8.845431,-15.4177265,-22.851044,-13.040333,-16.894342,0.35096312,1.5208359,-18.451265,3.3079808,-2.4909036,-5.127322,-4.9372725,-3.4907672,-4.126491
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk15,Kāpi,0.013523323,0.23101754,1614.0285718284103,1921.0283844009007,-412.3936,108.09511,-18.664387,26.368345,-4.4596744,4.2283015,-17.146933,-21.647366,-13.089795,-15.532186,-1.4345226,-0.5926798,-9.645503,1.8946909,-2.5813777,-6.8742013,-6.199797,-2.469133,-5.130968
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk16,Kāpi,0.0126504265,0.20045775,1962.9412610342865,2140.666982346633,-417.63602,84.35373,-11.018052,28.051277,-8.182096,8.295213,-16.088696,-23.253468,-12.12578,-13.499341,-3.8799086,-0.10891605,-8.064576,0.9794183,-2.5823,-9.333147,-2.7379324,-2.4786592,-4.956888
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk17,Kāpi,0.011653973,0.17343934,2121.487129832379,2275.632479259785,-421.43576,72.78039,-5.5947347,29.707703,-13.9854965,12.346738,-11.651296,-22.842253,-13.047309,-17.123854,-7.252497,0.8505849,-8.1573925,-1.7067654,-5.808938,-7.0337944,-1.6677805,-2.6108673,-5.137048
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk18,Kāpi,0.012922829,0.1825485,2100.466538005245,2268.28218664813,-413.55582,77.836784,-8.220595,31.499897,-15.554923,14.513298,-14.318245,-24.905865,-8.554161,-17.916288,-6.743161,1.7059487,-10.26325,-4.992946,-6.7923865,-8.614363,-6.3964057,-0.79193956,-2.5287807
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk19,Kāpi,0.0140848085,0.19123767,2062.714008590878,2230.8970642658533,-401.1512,78.76963,-11.422866,26.299408,-10.957594,10.298818,-13.844925,-25.06513,-8.323413,-15.30053,-7.326482,-0.52646065,-10.048728,-4.9809904,-5.714168,-11.245935,-8.8884115,-0.03405261,-1.648357
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk20,Kāpi,0.013694854,0.1864333,1869.1439422817832,2107.2817594361386,-407.08118,86.36496,-17.736376,19.577198,-9.621143,2.344424,-12.2401285,-19.793053,-16.387285,-15.160894,-5.016076,-4.6296663,-7.690476,0.3528913,-5.767783,-8.436587,-7.9364343,0.28451833,-4.2412677
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk21,Kāpi,0.0132336775,0.1842241,1821.9615548454858,2075.8550329460377,-413.95493,89.16461,-17.73943,19.659506,-12.417435,4.0047746,-13.794239,-18.457493,-18.735687,-15.353283,-0.5443797,-3.4313195,-8.777706,1.1412228,-6.3419,-8.378106,-6.816349,-2.0418441,-5.5354176
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk22,Kāpi,0.014669423,0.19713455,1955.8086196544684,2144.713832477961,-394.54697,83.648476,-19.871574,17.545475,-12.7074375,12.948278,-18.165968,-20.880018,-16.578588,-19.16758,-1.7067626,-2.4468453,-11.549271,0.6555521,-5.0274973,-11.023965,-9.438635,-1.6657212,-2.067605
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk23,Kāpi,0.018466491,0.20528309,2158.237162576164,2259.9807525212236,-364.72,74.54853,-20.773407,12.89262,-13.239322,13.936112,-22.84811,-22.522268,-12.726296,-20.722855,-4.6448903,-3.9385662,-17.281939,0.5901648,-6.076797,-13.604764,-9.096357,1.4593186,4.1522946
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk24,Kāpi,0.018736137,0.21534643,1993.2370183371222,2162.911107046027,-367.84128,84.4173,-21.454681,10.256002,-16.352545,7.010454,-18.705017,-17.258747,-11.923852,-14.147107,-1.3205549,-6.830196,-15.199146,-3.5081546,-8.202313,-12.8410635,-7.8331437,1.1899867,-0.79190886
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk25,Kāpi,0.02070258,0.2235224,2158.0240201954457,2183.055876903464,-352.93408,76.31988,-21.308857,11.0786495,-15.755702,7.901423,-23.697187,-16.824924,-10.654238,-16.176107,-2.2106426,-6.532829,-11.315674,-2.5149264,-9.0115385,-14.759439,-7.9460382,0.23478925,-1.271258
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk26,Kāpi,0.023878122,0.21315295,2277.3473263940423,2240.0475873027854,-335.41354,69.29227,-20.16779,11.656625,-20.795158,11.5588255,-25.106958,-22.623993,-12.8600645,-20.800268,-7.689122,-1.6101009,-12.806051,-1.9043443,-10.451427,-14.692866,-8.692629,0.7414549,3.407184
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk27,Kāpi,0.028791493,0.23593941,2042.8022745038604,2073.3964614095075,-316.05362,80.11953,-34.74548,-1.0371146,-38.170628,11.198262,-21.629814,-20.226542,-14.182018,-11.071954,1.4903047,-1.1220278,-14.336645,-5.353043,-6.163546,-10.566337,-9.649045,-4.5489254,1.9537305
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk28,Kāpi,0.026764503,0.2344288,2214.538080103753,2186.3022270687993,-322.22977,70.12716,-32.00286,1.7182542,-31.962116,10.156054,-23.377293,-19.644388,-11.808825,-12.026902,1.3358555,-2.0403693,-17.893236,-1.4050937,-5.490415,-10.982145,-9.5721655,-3.6622972,5.1012173
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk29,Kāpi,0.015558725,0.21327674,2108.6194257488496,2259.307982663872,-386.3405,77.10394,-15.519175,15.517028,-11.514196,5.371729,-21.311388,-19.675117,-12.167661,-16.49488,-4.020479,-3.5552785,-14.847832,1.1573056,-7.2528887,-12.130262,-8.453582,-0.07523282,3.0674756
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk30,Kāpi,0.012775085,0.22381951,1876.282221328536,2162.085489661694,-403.6607,92.04214,-13.694994,14.804512,-11.184953,2.6446817,-21.436605,-17.798672,-14.139216,-14.070654,1.3794891,-6.036829,-10.315277,2.824309,-4.6322913,-11.502195,-8.78973,-3.2892084,-3.3584914
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk31,Kāpi,0.0135012,0.21845207,1842.716693827888,2121.060156430832,-399.01544,94.606705,-16.834929,13.847711,-10.773556,1.9529393,-19.387976,-17.734688,-17.498278,-13.2202635,0.26734465,-6.53589,-10.071793,3.5448527,-5.074943,-11.529168,-9.670962,-2.6210756,-2.4802058
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk32,Kāpi,0.01615527,0.19815683,1819.6111910642069,2071.242317552126,-392.5982,92.38241,-22.10466,10.224231,-10.232033,2.4143746,-20.837814,-17.165598,-19.129593,-12.027614,-0.61916035,-5.892074,-10.974221,-0.4873483,-9.113662,-12.854141,-7.258996,2.5332792,4.98885
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk33,Kāpi,0.019963657,0.19535817,1918.6962309060723,2098.3186976056636,-366.49445,82.59685,-26.469126,3.9256551,-14.168525,2.6121755,-22.650536,-19.397816,-18.38291,-12.99059,-0.31258196,-5.3898745,-14.42058,-0.6009015,-10.4495,-14.311526,-6.7841783,4.4238257,12.101686
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk34,Kāpi,0.018586688,0.20920488,1934.3840842224324,2094.6859483747503,-367.14954,83.84181,-29.154524,5.3578677,-13.94337,2.1317456,-19.867819,-19.975338,-16.707308,-12.263411,-2.3419242,-5.959586,-15.183214,-2.169286,-7.1503105,-10.194472,-4.711754,4.2659707,9.364162
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk35,Kāpi,0.019598335,0.21908063,2095.8309462065354,2148.5647437801945,-355.5377,80.80539,-26.583881,9.525068,-17.950987,5.247053,-26.637022,-20.47457,-14.446491,-15.510092,-3.0121546,-3.089327,-14.637753,-0.92762405,-5.927123,-9.354495,-4.55369,3.2591164,5.0801806
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk36,Kāpi,0.023886228,0.19969074,2252.482054002739,2199.8825539301574,-339.84848,68.21697,-25.955023,8.253364,-25.13491,6.3366055,-26.937832,-22.980803,-17.019997,-13.324614,-2.2801719,1.7541323,-14.614713,-0.08788382,-6.6278253,-8.749532,-3.7651243,10.05126,9.640102
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk37,Kāpi,0.029785646,0.18276323,2229.711978273017,2199.5134704035186,-345.2503,60.62401,-25.508526,6.077132,-22.718225,3.1179817,-21.910006,-22.73029,-23.334848,-4.8625116,-6.394525,0.74662703,-13.501095,-3.824568,0.73608774,-1.2087703,7.239242,21.63476,7.4967227
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk38,Kāpi,0.036088925,0.19949907,2347.8878030562464,2252.8002235940407,-321.57852,55.711227,-26.696388,2.8529975,-23.039644,3.6915178,-30.273201,-20.637318,-22.543182,-6.9354186,-7.1716337,-3.1449006,-16.013412,-1.1753616,4.026497,-1.8892752,10.242568,23.387856,7.109004
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk39,Kāpi,0.028510675,0.2182808,2156.395155420682,2141.233173453526,-321.5748,72.82116,-28.95749,3.8582623,-24.98206,2.689899,-30.5521,-21.039782,-17.962278,-10.715474,-0.26937336,-3.9474957,-14.6646595,1.3545738,-0.9638909,-9.138142,-0.11287195,12.28422,7.9828906
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3_chunk40,Kāpi,0.019462235,0.23843215,1829.524152251828,1965.0251255024814,-345.01288,96.46911,-30.243986,10.591405,-19.132292,0.2048902,-26.890352,-19.951822,-16.378918,-13.757159,0.6927986,-3.4898286,-12.937045,2.5253143,-1.5923243,-10.561407,-4.963308,3.0001202,-0.53159785
